name,filename,source,accession
Methyl-RRBS,wgEncodeHaibMethylRrbsHelas3HaibSitesRep1.bed.gz,ENCODE,GSE27584
Methyl-RRBS,wgEncodeHaibMethylRrbsHelas3HaibSitesRep2.bed.gz,ENCODE,GSE27584
