feature,mean,sem,std
H3K4me1 (enhancer),100.0,0.0,0.0
H3K4me3 (promoter),84.11089895059449,1.1316542846614037,3.578605063418585
H3K4me2 (enhancer),74.94546260796143,0.9749457125999813,3.0830490468318623
DNase-seq (promoter),73.38090901885322,1.282798919663875,4.056566366141204
H3K27ac (promoter),72.64071840137287,0.9546281608570585,3.0187993068459025
H4K16ac (promoter),71.9577573681238,0.7330244548041598,2.3180268577843006
H2AZ (promoter),69.84920423824013,0.9252584646252802,2.9259241725662184
H3K9ac (promoter),67.00163593485739,1.278546563154498,4.04311923414853
H3K4me2 (promoter),65.9928997976587,0.5727875147441149,1.8113131618986809
MAZ (promoter),64.04115013737803,0.6506015425051518,2.05738272353513
DNase-seq (enhancer),63.661819322284295,1.124260563109983,3.5552240629310212
LMNB1 (enhancer),58.09755015476524,0.8052475565024014,2.546416358832719
Methylation (promoter),56.65772373360809,0.5023315110794113,1.5885117154850472
H2BK5ac (promoter),55.0781862179069,0.7759950289134765,2.4539117443348024
POLR2A (promoter),54.91428534485372,0.9201850169575359,2.909880522346477
MXI1 (promoter),54.29653940773462,0.7174824856806952,2.2688788360301415
H2BK12ac (enhancer),50.81358409409049,0.6750278298226535,2.13462542624012
H4K5ac (enhancer),50.69059399150508,0.6103861951934657,1.9302106291354726
H3K27ac (enhancer),50.4575126890344,0.6916341705547987,2.187139286554527
H3K18ac (enhancer),49.98544707019411,0.8424809943390174,2.6641588275147177
H3K4ac (enhancer),48.79727901704887,0.5043526083247393,1.5949029861529758
H4K8ac (enhancer),48.263023687738354,0.7111656399951835,2.248903216036117
H2AK5ac (enhancer),47.715216283404175,0.5152465889053993,1.629352777573505
H4K5ac (promoter),47.562766220193154,0.969393353082477,3.065490944368435
RAD21 (promoter),46.7566620357258,0.7810565724865407,2.4699177505018723
H2BK120ac (enhancer),46.039962415585244,0.9112763383409919,2.88170880697576
H4K91ac (enhancer),43.176772672281416,0.5561192170775924,1.7586033765548
H3K9ac (enhancer),42.538756074281395,0.5155861378904294,1.6304265257433985
H2BK20ac (enhancer),41.21590883882699,0.5783595358075759,1.8289334396296515
H3K18ac (promoter),41.02160197296154,0.6531140900158111,2.0653280963981997
H4K8ac (promoter),40.959254850742745,0.8085086143762953,2.5567287292958496
CTCF (promoter),40.323448226325596,0.48236733462486847,1.5253794462791868
H2BK15ac (enhancer),39.47894647702106,0.5496818991662453,1.7382467899323455
H4K16ac (enhancer),38.904498513383444,0.569277784982327,1.800214421879751
H2BK5ac (enhancer),36.70182556945023,0.6669853616542901,2.109192908818689
H2AZ (enhancer),36.386289339345076,0.7246872659228196,2.2916623516362344
CHD1 (promoter),33.94955449647709,0.528979207935671,1.6727791319485363
H2BK120ac (promoter),33.80051636191587,0.37339202035484337,1.180769244453258
H3K4ac (promoter),32.31073451634629,0.47748565408030097,1.5099422169490224
H2AK9ac (promoter),31.69049569630345,0.41378941953194576,1.3085170373999133
H4K91ac (promoter),30.697806793294156,0.48990148295444247,1.5492045152301936
EP300 (promoter),29.93055321265897,0.5110208507241972,1.6159898201253693
H3K56ac (promoter),27.9317903873641,0.5055893911322614,1.5988140367956833
CEBPB (promoter),27.4066739039818,0.5011050985428351,1.584633458518482
H3K14ac (enhancer),27.031888380945475,0.41364894996776447,1.3080728336351692
LMNB1 (promoter),25.46451283857328,0.5484409848525938,1.7343226743201021
CEBPB (enhancer),24.42474138300728,0.32779347547119825,1.0365739846315218
H3K4me3 (enhancer),24.228319402190948,0.48177625979854194,1.5235103035604065
H3K36me3 (enhancer),23.93231523820483,0.49534815457923637,1.5664284032315523
H2BK12ac (promoter),23.887986817649136,0.449024066028012,1.4199387728783537
H3k9me1 (enhancer),23.56459760321993,0.35007153180222433,1.1070233844790984
MAZ (enhancer),23.298448531077987,0.33126386674367264,1.047548325424511
H2AK9ac (enhancer),23.13704450390753,0.4412365360937679,1.395312440939401
H3K56ac (enhancer),23.067401166849052,0.4430302614759583,1.400984698643979
RAD21 (enhancer),22.860731881666176,0.326493826458648,1.0324641335930744
H3K14ac (promoter),22.594621620385052,0.36375433188874673,1.150292197521258
RBL2 (promoter),22.585369825227254,0.4018655934102629,1.2708105884315835
H3K23ac (enhancer),22.358028133128578,0.507220227784223,1.6039711951075653
H3K79me1 (enhancer),22.304682967615047,0.44873042876017194,1.4190102103060702
CTCF (enhancer),21.888424479336752,0.340131850934194,1.0755913537209232
H2AY (enhancer),21.64173551436292,0.3537601562948775,1.1186878393089654
MECP2 (promoter),20.726682481790977,0.4981942215371513,1.5754284571919102
RCOR1 (promoter),18.743234477210652,0.228252814114272,0.7217987749441281
MXI1 (enhancer),18.122165776890565,0.29672335183711346,0.9383216267647859
H3K23ac (promoter),18.059898168227296,0.4329026022512678,1.3689582281279418
H2BK20ac (promoter),16.935622246836513,0.34069017144688113,1.0773569182054072
Methylation (enhancer),16.31589407270815,0.40391068715966305,1.2772777427082616
H2BK15ac (promoter),16.054661939800532,0.37550728928259525,1.187458312128736
