feature,mean,sem,std
H3K4me1 (enhancer),100.0,0.0,0.0
H3K4me3 (promoter),50.957043761572656,0.38773393422711333,1.2261223582955962
H3K9ac (promoter),50.655365843590836,0.34502175455404893,1.0910545866983667
H3K4me2 (enhancer),49.943774056706616,0.5921270494377944,1.8724701404185546
CAGE (promoter),49.0042090408994,0.5859306471536676,1.8528753959020445
DNase-seq (promoter),46.06169046513279,0.490704125678808,1.5517426943865513
H3K4me2 (promoter),45.70009655660732,0.2741129542741464,0.8668212716638897
H3K27ac (promoter),44.763949005963156,0.2897730915081558,0.9163429737941685
DNase-seq (enhancer),44.48886870421494,0.34868497921723807,1.1026387202149477
H2AZ (promoter),40.76332100010536,0.47285452745583184,1.4952973086830528
H2AZ (enhancer),34.3575118321517,0.35529558438708525,1.123543289263749
WDR5 (promoter),32.694175469877855,0.29747211880880703,0.9406894358320446
H3K27ac (enhancer),31.66891546262791,0.1811590773209316,0.5728753031486981
FAIRE-seq (enhancer),26.541501992546735,0.30390992693518537,0.9610475726505412
FAIRE-seq (promoter),23.502556008883854,0.23875473739976136,0.7550087723386333
CTCF (promoter),22.396173337671463,0.18693450301320583,0.5911388027933394
H3K9ac (enhancer),19.50861496558221,0.23032052454655497,0.7283374494518337
H3K4me3 (enhancer),16.550085414483945,0.35039751301937044,1.108054227599714
H3K79me2 (promoter),16.310984260011285,0.11052904980924214,0.3495235450114045
H3K4me1 (promoter),14.925250016502511,0.1088998773569951,0.344371649361102
CAGE (enhancer),13.20304539977154,0.12740660142149382,0.4028950494331668
POLR2A (promoter),11.602899482859817,0.1876233317024331,0.5933170703689659
CTCF (enhancer),9.618347453553946,0.13971173655967892,0.4418073033860025
H3K9me1 (enhancer),8.173753550372279,0.16836857757674722,0.5324281915452745
H3K36me3 (enhancer),7.7088364982569475,0.16147407901999278,0.5106258727811868
H3K27me3 (enhancer),6.917253961981494,0.06522297056925475,0.20625314276097398
WDR5 (enhancer),6.845609591799247,0.10623822751637516,0.3359547735309188
H3K79me2 (enhancer),6.837672378902918,0.17960356688823934,0.5679563472572365
GRHL3 (promoter),4.323962616077088,0.059298339318141144,0.187517813710842
H3K27me3 (promoter),3.724580623413645,0.07452018767769901,0.23565352472474255
GRHL3 (enhancer),2.578757027760182,0.09776247239052452,0.30915208244338366
H4K20me1 (enhancer),2.15827976084833,0.0812261874477358,0.25685975798662414
H3K9me3 (enhancer),1.1025872366643334,0.029020171291822505,0.09176983937039004
POLR2A (enhancer),0.7599056206750203,0.026320654590750385,0.08323321801333824
H3K9me3 (promoter),0.5136133519774991,0.03343999571888925,0.10574655141796971
H3K36me3 (promoter),0.2037062934545603,0.010511721795959057,0.033240983005266365
EZH2 (promoter),0.198195875610959,0.010417149293997608,0.03294191849504744
EZH2 (enhancer),0.04969579607664618,0.010971919270415716,0.034696255198006565
H3K9me1 (promoter),0.042261559377990615,0.006859820240287806,0.021692656298633015
H4K20me1 (promoter),0.036047568475410754,0.0051312508641532025,0.016226439976431365
